0,0,40
0.0042,0.1048,40
0.0164,0.3044,40
0.0366,0.5068,40
0.0649,0.7094,40
0.1014,0.9126,40
0.1461,1.1161,40
0.1989,1.3198,40
0.2598,1.5236,40
0.3289,1.7278,40
0.4062,1.9326,40
0.4918,2.1379,40
0.5855,2.3439,40
0.6875,2.5506,40
0.7978,2.7584,40
0.9165,2.9674,40
1.0436,3.1784,40
1.1793,3.3914,40
1.3235,3.6075,40
1.4767,3.8274,40
1.6388,4.0527,40
1.8102,4.2854,40
1.9913,4.5286,40
2.1828,4.7867,40
2.3854,5.0666,40
2.6005,5.3758,40
2.8292,5.7176,40
3.0713,6.0548,40
3.3193,6.1974,40
3.5418,5.5642,40
3.7247,4.572,40
3.8869,4.055,40
4.0454,3.9633,40
4.204,3.9651,40
4.3613,3.9318,40
4.5154,3.8512,40
4.6648,3.7349,40
4.8086,3.5943,40
4.9461,3.4374,40
5.0768,3.2696,40
5.2006,3.0942,40
5.3172,2.9133,40
5.4263,2.7285,40
5.528,2.5408,40
5.622,2.351,40
5.7083,2.1596,40
5.787,1.9668,40
5.8579,1.773,40
5.9211,1.5784,40
5.9765,1.3829,40
6.0239,1.1873,40
6.0636,0.9913,40
6.0955,0.7946,40
6.1193,0.598,40
6.1354,0.4011,40
6.1437,0.2021,40
