0,0,45
0.0052,0.1147,45
0.0202,0.3335,45
0.045,0.5534,45
0.0798,0.7734,45
0.1246,0.9935,45
0.1792,1.2136,45
0.2437,1.4331,45
0.318,1.6523,45
0.4022,1.8711,45
0.4962,2.0895,45
0.6001,2.3074,45
0.7136,2.5245,45
0.8369,2.7409,45
0.9699,2.9564,45
1.1127,3.1709,45
1.2649,3.3841,45
1.4268,3.5961,45
1.598,3.8065,45
1.7788,4.0155,45
1.9688,4.2228,45
2.168,4.429,45
2.3766,4.6345,45
2.5944,4.8406,45
2.8217,5.0498,45
3.0586,5.2658,45
3.3058,5.4943,45
3.5643,5.7423,45
3.835,6.0165,45
4.1194,6.3192,45
4.4149,6.5664,45
4.7064,6.4802,45
4.9914,6.3309,45
5.2682,6.1503,45
5.5356,5.9432,45
5.7929,5.7177,45
6.0396,5.4811,45
6.2753,5.2389,45
6.5,4.9945,45
6.7138,4.7501,45
6.9166,4.5067,45
7.1086,4.2646,45
7.2896,4.0242,45
7.4599,3.7853,45
7.6196,3.5478,45
7.7686,3.3118,45
7.9072,3.0767,45
8.0351,2.8428,45
8.1525,2.6097,45
8.2594,2.3774,45
8.3561,2.1455,45
8.4422,1.9144,45
8.5179,1.6837,45
8.5833,1.4534,45
8.6384,1.2232,45
8.6831,0.9935,45
8.7175,0.764,45
8.7416,0.5341,45
8.7554,0.3034,45
