0,0,45
0.0056,0.1244,45
0.0225,0.3759,45
0.0513,0.6396,45
0.0921,0.9063,45
0.145,1.1769,45
0.2104,1.4536,45
0.2886,1.7395,45
0.3803,2.037,45
0.4862,2.3524,45
0.6073,2.6923,45
0.7453,3.0674,45
0.9025,3.4942,45
1.0825,3.9995,45
1.2821,4.4338,45
1.4864,4.5402,45
1.6915,4.5572,45
1.8974,4.5776,45
2.1052,4.6159,45
2.315,4.6638,45
2.5269,4.7083,45
2.7408,4.7538,45
2.9522,4.6981,45
3.1494,4.3825,45
3.3209,3.8097,45
3.4562,3.0077,45
3.5417,1.9001,45
3.5885,1.0383,45
3.6125,0.5336,45
3.6281,0.3462,45
3.6434,0.34,45
3.6642,0.4632,45
3.6954,0.6934,45
3.7411,1.0144,45
3.8035,1.3885,45
3.884,1.7872,45
3.9827,2.193,45
4.0992,2.5907,45
4.2318,2.9471,45
4.3664,2.9902,45
4.4988,2.9408,45
4.6272,2.8544,45
4.7503,2.7351,45
4.8669,2.5921,45
4.9764,2.4322,45
5.0781,2.2602,45
5.1717,2.079,45
5.2568,1.8906,45
5.3331,1.697,45
5.4006,1.4995,45
5.4591,1.2982,45
5.5083,1.0947,45
5.5484,0.8894,45
5.5791,0.6824,45
5.6005,0.474,45
5.6125,0.264,45
