0,0,40
0.0042,0.1032,40
0.0161,0.2983,40
0.0358,0.4946,40
0.0634,0.691,40
0.0989,0.8876,40
0.1423,1.0843,40
0.1935,1.2807,40
0.2525,1.4767,40
0.3195,1.6724,40
0.3942,1.8677,40
0.4767,2.0625,40
0.567,2.2566,40
0.6649,2.4498,40
0.7705,2.6419,40
0.8839,2.8327,40
1.0047,3.0217,40
1.133,3.2087,40
1.2687,3.3926,40
1.4117,3.5727,40
1.5616,3.7474,40
1.7182,3.9147,40
1.881,4.0715,40
2.0496,4.2134,40
2.2228,4.3333,40
2.3998,4.424,40
2.5791,4.4821,40
2.7609,4.5449,40
2.9522,4.782,40
3.1624,5.2549,40
3.3962,5.8466,40
3.6348,5.9637,40
3.861,5.6555,40
4.0712,5.2539,40
4.2667,4.8872,40
4.4494,4.5678,40
4.6207,4.2841,40
4.7818,4.0246,40
4.933,3.7815,40
5.075,3.5493,40
5.208,3.3247,40
5.3322,3.1055,40
5.4478,2.8902,40
5.555,2.6778,40
5.6536,2.4677,40
5.744,2.2593,40
5.8261,2.0521,40
5.8999,1.8458,40
5.9656,1.6402,40
6.0231,1.4352,40
6.0722,1.231,40
6.1134,1.0271,40
6.1463,0.8232,40
6.1711,0.6199,40
6.1878,0.4165,40
6.1964,0.2112,40
