0,0,45
0.0047,0.105,45
0.0182,0.3,45
0.0401,0.4862,45
0.0702,0.6696,45
0.1084,0.8487,45
0.1544,1.0218,45
0.2077,1.1858,45
0.2679,1.338,45
0.3342,1.4727,45
0.4054,1.5829,45
0.48,1.6576,45
0.5556,1.6806,45
0.6288,1.6251,45
0.6897,1.3535,45
0.7264,0.8175,45
0.743,0.3668,45
0.748,0.1119,45
0.762,0.3107,45
0.7817,0.438,45
0.7999,0.4059,45
0.8082,0.1825,45
0.8251,0.377,45
0.876,1.1311,45
0.9729,2.1528,45
1.1211,3.2919,45
1.3038,4.0613,45
1.5052,4.4745,45
1.7124,4.6046,45
1.9216,4.6491,45
2.1324,4.6857,45
2.3451,4.7245,45
2.56,4.7766,45
2.7782,4.8498,45
2.9997,4.9226,45
3.2235,4.9732,45
3.4493,5.0171,45
3.6774,5.0693,45
3.9072,5.1056,45
4.1231,4.7989,45
4.3211,4.3984,45
4.5026,4.0348,45
4.6693,3.7042,45
4.8222,3.3972,45
4.962,3.107,45
5.0893,2.8291,45
5.2046,2.5602,45
5.3081,2.2984,45
5.3999,2.0421,45
5.4805,1.7894,45
5.5499,1.5403,45
5.6081,1.2937,45
5.6553,1.049,45
5.6916,0.8057,45
5.717,0.5631,45
5.7315,0.3203,45
